model,role,rq,condition,n,em,em_ci_low,em_ci_high,macro_field_acc,macro_field_acc_ci_low,macro_field_acc_ci_high,valid_rate,valid_rate_ci_low,valid_rate_ci_high,unsafe_rate,unsafe_rate_ci_low,unsafe_rate_ci_high,spurious_rate,spurious_rate_ci_low,spurious_rate_ci_high,missed_rate,missed_rate_ci_low,missed_rate_ci_high,rq1b_request_em,rq1b_request_em_ci_low,rq1b_request_em_ci_high,rq1b_message_all_correct,seen_top1,seen_top1_ci_low,seen_top1_ci_high,unseen_top1,unseen_top1_ci_low,unseen_top1_ci_high,unsupported_f1,unsupported_f1_ci_low,unsupported_f1_ci_high,latency_p50,latency_p50_ci_low,latency_p50_ci_high,latency_p95,latency_p95_ci_low,latency_p95_ci_high,latency_p99,output_tokens_median,cost_mean_usd_per_call,cost_usd_per_1000_correct,flag_valid_lt_50
Jev-1.13.0,main,RQ3,F6_low,300,0.7866666666666666,0.74,0.8333333333333334,0.9611111111111112,0.9522222222222221,0.9694444444444446,1.0,1.0,1.0,0.0,0.0,0.0,0.112,0.0850611907201774,0.14087435649935648,0.007692307692307693,0.0031128404669260703,0.012724550898203593,,,,,,,,,,,,,,0.2799363126978278,0.27153052063658834,0.28591762483119965,0.40195847605355084,0.3759426781907678,0.42013399670831864,0.6036113849282264,267.0,4.561886e-05,0.05799007627118644,False
DeepSeek-V4.1-Flash,main,RQ3,F6_low,300,0.9566666666666667,0.9333333333333333,0.9766666666666667,0.9927777777777779,0.9888888888888888,0.9961111111111113,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.008438818565400843,0.03258711148499069,0.002307692307692308,0.0,0.0053639846743295016,,,,,,,,,,,,,,0.41513227112591267,0.40850066719576716,0.4205192713998258,1.3063382474239926,0.7585943930316725,2.9993244607467218,5.304814798990244,38.0,7.188388e-05,0.07513994425087109,False
GLM-5.3-Flash,main,RQ3,F6_low,300,0.9633333333333334,0.94,0.9833333333333333,0.9938888888888889,0.99,0.9972222222222222,1.0,1.0,1.0,0.0,0.0,0.0,0.004,0.0,0.010183818945093305,0.006923076923076923,0.0030233745058950066,0.011618900077459334,,,,,,,,,,,,,,0.7037441045977175,0.6799712083302438,0.7332107499241829,1.480798900173977,1.2818596826866269,1.8094386863522234,2.583943916326386,48.0,4.958416666666667e-05,0.05147145328719723,False
Qwen3.8-Flash,main,RQ3,F6_low,300,0.9,0.8633333333333333,0.9333333333333333,0.9822222222222223,0.9755555555555556,0.9883333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.06,0.04040404040404041,0.08167427566000587,0.0,0.0,0.0,,,,,,,,,,,,,,1.7920652288012207,1.7547345622442663,1.8379166461527348,3.1720628045499337,2.8093334774486727,3.4949845040217045,4.036454122755677,58.0,3.913824666666667e-05,0.04348694074074074,False
SemIf-Qwen3.5-4B,main,RQ3,F6_low,300,0.4,0.3466666666666667,0.45666666666666667,0.8672222222222221,0.8527777777777777,0.8816666666666667,1.0,1.0,1.0,0.023333333333333334,0.006666666666666667,0.043333333333333335,0.314,0.2733047557637646,0.3559322033898305,0.031538461538461536,0.022069880285415115,0.04160437275690445,,,,,,,,,,,,,,0.12372276466339827,0.12284139962866902,0.1237540110014379,0.18875723753590137,0.17382112094201146,0.20083888564258814,0.23126506689004558,0.0,,,False
Laya,main,RQ3,F6_low,300,0.07666666666666666,0.04666666666666667,0.10666666666666667,0.6833333333333333,0.6633333333333333,0.7033333333333334,1.0,1.0,1.0,0.18666666666666668,0.14333333333333334,0.23,0.792,0.7514790004516031,0.8323232323232324,0.010769230769230769,0.005359774965991815,0.017094017094017096,,,,,,,,,,,,,,0.05581105058081448,0.05580757511779666,0.055822649714536966,0.17397569229360674,0.1598203401081264,0.20211381348781293,0.2309193049184977,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F6_low,300,0.48333333333333334,0.4266666666666667,0.54,0.8872222222222222,0.8722222222222222,0.9016666666666666,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.238,0.19803823529411763,0.2795935662400553,0.02923076923076923,0.0191131498470948,0.0401854714064915,,,,,,,,,,,,,,1.105491719674319,1.1014371511992067,1.1099514504894614,1.4522134067723529,1.3872083107708024,1.5018073663813993,1.5935549230780452,45.0,,,False
Rule,reference,RQ3,F6_low,300,0.0033333333333333335,0.0,0.01,0.4338888888888889,0.4116666666666667,0.45666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7246153846153847,0.7103657340046713,0.7379680133947125,,,,,,,,,,,,,,2.0312611013650894e-05,1.9229017198085785e-05,2.233218401670456e-05,4.188800230622294e-05,3.7525594234466555e-05,4.550605081021786e-05,5.6330887600779386e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F6_medium,300,0.84,0.7966666666666666,0.88,0.9722222222222223,0.9644444444444445,0.9794444444444443,1.0,1.0,1.0,0.0,0.0,0.0,0.082,0.058823529411764705,0.10693097170880314,0.004615384615384616,0.0015267175572519084,0.008520526723470178,,,,,,,,,,,,,,0.26795975025743246,0.26061700005084276,0.2729598116129637,0.35477419239468877,0.3452474522404373,0.37136706272140146,0.4273610210791228,267.0,4.6120339999999996e-05,0.054905166666666665,False
DeepSeek-V4.1-Flash,main,RQ3,F6_medium,300,0.9633333333333334,0.94,0.9833333333333333,0.9933333333333333,0.9888888888888889,0.9972222222222221,1.0,1.0,1.0,0.0,0.0,0.0,0.014,0.004210526315789474,0.025096525096525095,0.0015384615384615385,0.0,0.0038729666924864447,,,,,,,,,,,,,,0.40724922996014357,0.3994976878166199,0.4147579176351428,0.5670035706367346,0.5264800014905632,0.6558216159697623,1.244232542933882,39.0,7.684700000000002e-05,0.0797719723183391,False
GLM-5.3-Flash,main,RQ3,F6_medium,300,0.9466666666666667,0.92,0.97,0.9827777777777778,0.9694444444444446,0.9927777777777779,0.99,0.9766666666666667,1.0,0.0,0.0,0.0,0.006,0.0,0.013592894110536049,0.013076923076923076,0.003816793893129771,0.02566146347072029,,,,,,,,,,,,,,0.9231876046396792,0.8907604580745101,0.9504080833867192,2.3359210894443097,1.8396139034221435,2.7738836693577484,4.233524180231611,50.0,5.534464646464646e-05,0.057878028169014085,False
Qwen3.8-Flash,main,RQ3,F6_medium,300,0.94,0.9133333333333333,0.9666666666666667,0.99,0.9855555555555554,0.9944444444444444,1.0,1.0,1.0,0.0,0.0,0.0,0.032,0.017857142857142856,0.047520661157024795,0.0007692307692307692,0.0,0.002347417840375587,,,,,,,,,,,,,,1.577220166567713,1.5552015420980752,1.6075318749062717,2.227294847974554,2.0879574107471854,2.419439567672089,2.663871601829301,59.0,4.16636e-05,0.04432297872340425,False
SemIf-Qwen3.5-4B,main,RQ3,F6_medium,300,0.33666666666666667,0.2833333333333333,0.39,0.8444444444444443,0.8283333333333333,0.8605555555555554,1.0,1.0,1.0,0.02,0.006666666666666667,0.03666666666666667,0.402,0.35714285714285715,0.4482088885835966,0.02,0.013117283950617283,0.02749410840534171,,,,,,,,,,,,,,0.1228013529907912,0.12280031922273338,0.12280263775028288,0.22008487922139472,0.12479231902398169,0.2458203639369458,0.29988135689403855,0.0,,,False
Laya,main,RQ3,F6_medium,300,0.04666666666666667,0.023333333333333334,0.07,0.6355555555555555,0.6138888888888889,0.6566666666666666,1.0,1.0,1.0,0.25,0.20333333333333334,0.3,0.842,0.8071552965670543,0.8755024246363046,0.013846153846153847,0.007674449947972823,0.020658390853350604,,,,,,,,,,,,,,0.05580777185969055,0.05580665613524616,0.05580822401680052,0.14979004990309477,0.057796282786875965,0.15790408542379739,0.20276603288017203,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F6_medium,300,0.47,0.41333333333333333,0.5266666666666666,0.8855555555555557,0.8711111111111111,0.8994444444444444,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.242,0.20120664817306205,0.2854252022271247,0.019230769230769232,0.011645962732919254,0.027537537691194963,,,,,,,,,,,,,,1.1175669305957854,1.1133647084119729,1.1196034750901163,1.1828769650077449,1.1686845334945246,1.2016643792623656,1.4752252607280383,45.0,,,False
Rule,reference,RQ3,F6_medium,300,0.006666666666666667,0.0,0.016666666666666666,0.43111111111111106,0.4088888888888889,0.45277777777777783,1.0,1.0,1.0,0.02,0.006666666666666667,0.03666666666666667,0.0,0.0,0.0,0.7192307692307692,0.7056986111522842,0.7321981424148607,,,,,,,,,,,,,,2.2062566131353378e-05,2.112472429871559e-05,2.3916363716125488e-05,4.445970989763737e-05,4.0188990533351904e-05,4.721912555396557e-05,5.0090486183762544e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F6_high,300,0.78,0.7333333333333333,0.8266666666666667,0.96,0.951111111111111,0.9688888888888888,1.0,1.0,1.0,0.0,0.0,0.0,0.118,0.08997955010224949,0.1479183015695067,0.006923076923076923,0.0030534351145038168,0.011591962905718702,,,,,,,,,,,,,,0.2801162297837436,0.2743584793061018,0.2856002920307219,0.3683523122221232,0.3512065651826561,0.3952268296852709,0.4223573863040652,267.0,4.703902e-05,0.0603064358974359,False
DeepSeek-V4.1-Flash,main,RQ3,F6_high,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9977777777777779,0.9955555555555554,0.9994444444444446,1.0,1.0,1.0,0.0,0.0,0.0,0.006,0.0,0.013779527559055118,0.0007692307692307692,0.0,0.002347417840375587,,,,,,,,,,,,,,0.40366233326494694,0.39778814604505897,0.41053935373201966,0.5254412034992129,0.5200122891459614,0.5452587858308108,0.6940818606875836,38.0,8.209899999999999e-05,0.08320844594594595,False
GLM-5.3-Flash,main,RQ3,F6_high,300,0.9133333333333333,0.88,0.9433333333333334,0.9855555555555556,0.98,0.9905555555555556,1.0,1.0,1.0,0.0,0.0,0.0,0.002,0.0,0.00631578947368421,0.012307692307692308,0.0069124423963133645,0.018561484918793503,,,,,,,,,,,,,,0.8951059794053435,0.8686428959481418,0.9262775206007063,1.3759727525059136,1.3248482331167908,1.594384675007314,1.9648176513519116,53.0,8.182716666666667e-05,0.08959178832116788,False
Qwen3.8-Flash,main,RQ3,F6_high,300,0.9533333333333334,0.9266666666666666,0.9766666666666667,0.9916666666666667,0.9866666666666667,0.9955555555555556,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.015503875968992248,0.04700920245398772,0.0,0.0,0.0,,,,,,,,,,,,,,1.8125435831025243,1.743815270718187,1.8624251252040267,6.012180639291185,4.528444651979958,7.13056914904155,7.95145001339726,59.0,4.5683900000000005e-05,0.04792017482517482,False
SemIf-Qwen3.5-4B,main,RQ3,F6_high,300,0.36,0.30666666666666664,0.41333333333333333,0.8533333333333334,0.8372222222222222,0.8688888888888887,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.362,0.3186163008482447,0.40606060606060607,0.03076923076923077,0.021143023891490965,0.04127743719454685,,,,,,,,,,,,,,0.12377303396351635,0.12373824743553996,0.123788355384022,0.2537935838336125,0.23202494089491668,0.2700155465165154,0.30383143792860207,0.0,,,False
Laya,main,RQ3,F6_high,300,0.04,0.02,0.06333333333333334,0.5938888888888889,0.57,0.6166666666666667,1.0,1.0,1.0,0.26,0.21333333333333335,0.31,0.846,0.8088531187122736,0.8816067653276956,0.031538461538461536,0.02157164869029276,0.042683400242387516,,,,,,,,,,,,,,0.05581749533303082,0.05581180122680962,0.05582196358591318,0.21574901172425598,0.20108570009469992,0.22878321730531753,0.23777037306688725,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F6_high,300,0.5233333333333333,0.4666666666666667,0.58,0.8944444444444444,0.8794444444444444,0.9083333333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.244,0.20196030839520274,0.2874500162109586,0.016153846153846154,0.00943377699387867,0.02339622641509434,,,,,,,,,,,,,,1.111969384830445,1.1034862995147705,1.1145213670097291,1.2301047046435998,1.1890513875754551,1.2996014798758553,1.8497116233455013,44.0,,,False
Rule,reference,RQ3,F6_high,300,0.0,0.0,0.0,0.3877777777777778,0.36833333333333335,0.4083333333333333,1.0,1.0,1.0,0.03666666666666667,0.016666666666666666,0.06,0.002,0.0,0.0063025210084033615,0.7476923076923077,0.7380015735641228,0.7569184741959611,,,,,,,,,,,,,,2.835458144545555e-05,2.6667490601539612e-05,3.0687544494867325e-05,5.392031744122505e-05,5.103345029056073e-05,5.772719159722329e-05,6.181799806654443e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F8_low,300,0.5766666666666667,0.52,0.6333333333333333,0.9333333333333333,0.9233333333333333,0.9433333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.1451851851851852,0.11963136855038951,0.1716867469879518,0.02318840579710145,0.016431683945314114,0.030355122441487473,,,,,,,,,,,,,,0.2723786672577262,0.2654408747330308,0.27691231248900294,0.3705426336731764,0.3405819139909,0.4718668186571454,0.6236780733428883,365.0,5.699036e-05,0.09882721387283237,False
DeepSeek-V4.1-Flash,main,RQ3,F8_low,300,0.9,0.8666666666666667,0.9333333333333333,0.9875,0.9833333333333333,0.9916666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.017777777777777778,0.008797331936471408,0.027972285446512247,0.008695652173913044,0.004637613985591213,0.01316561495373184,,,,,,,,,,,,,,0.45963531266897917,0.4503113739192486,0.4687088751234114,0.590959447203204,0.5658943484537303,0.6291047686245295,0.8302435106039044,53.0,0.00011372499999999999,0.12636111111111112,False
GLM-5.3-Flash,main,RQ3,F8_low,300,0.8033333333333333,0.7566666666666667,0.8466666666666667,0.9745833333333334,0.9683333333333334,0.9804166666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.014814814814814815,0.006982996735310847,0.02460236001335856,0.028405797101449276,0.0210896309314587,0.036031109630626786,,,,,,,,,,,,,,0.9295277707278728,0.9018166670575738,0.9717262098565698,1.954003887530418,1.6452526601497084,2.628743803082039,3.680732259666545,68.5,6.254036666666667e-05,0.07785107883817427,False
Qwen3.8-Flash,main,RQ3,F8_low,300,0.8233333333333334,0.78,0.8666666666666667,0.9691666666666666,0.9575,0.9791666666666666,0.9933333333333333,0.9833333333333333,1.0,0.0,0.0,0.0,0.07555555555555556,0.055964653902798235,0.09663250366032211,0.007536231884057971,0.0005733944954128441,0.01763668430335097,,,,,,,,,,,,,,2.0922222710214555,2.0219017919152975,2.1497821044176817,3.525439153518528,3.198993202857674,3.871130234794699,5.68842122111468,79.0,5.934942281879195e-05,0.07160375708502024,False
SemIf-Qwen3.5-4B,main,RQ3,F8_low,300,0.13333333333333333,0.09666666666666666,0.17333333333333334,0.7895833333333333,0.7745833333333333,0.8045833333333333,1.0,1.0,1.0,0.023333333333333334,0.006666666666666667,0.043333333333333335,0.36148148148148146,0.3259905809623482,0.3981769743188395,0.08637681159420289,0.0747495885726523,0.09832294532517229,,,,,,,,,,,,,,0.1327900686301291,0.13278719154186547,0.13279841095209122,0.19380653898697348,0.18595578807871793,0.20166568614076824,0.21082670963369304,0.0,,,False
Laya,main,RQ3,F8_low,300,0.01,0.0,0.023333333333333334,0.6120833333333333,0.5941666666666666,0.63,1.0,1.0,1.0,0.45666666666666667,0.4,0.5133333333333333,0.92,0.8957739716764235,0.9421371195389527,0.008695652173913044,0.004634994206257242,0.01309068153030572,,,,,,,,,,,,,,0.05656299996189773,0.0558027783408761,0.05668298085220158,0.24171073904726656,0.22968910089693964,0.252729597943835,0.25971202952787276,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F8_low,300,0.3,0.24666666666666667,0.35333333333333333,0.8608333333333333,0.8454166666666667,0.8754166666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.23851851851851852,0.2,0.2786144578313253,0.05333333333333334,0.042294322132097335,0.0651541593949971,,,,,,,,,,,,,,1.5069993070792407,1.5020831688307226,1.5147337790112942,1.7893367564072833,1.6920437857974326,1.8901125745382166,2.109784355591982,63.0,,,False
Rule,reference,RQ3,F8_low,300,0.0,0.0,0.0,0.38458333333333333,0.36625,0.4033333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133333333333334,0.8062791572071227,0.8198403648802737,,,,,,,,,,,,,,1.8895603716373444e-05,1.7437618225812912e-05,2.0582694560289383e-05,3.692172467708588e-05,3.3799558877944946e-05,3.89752443879843e-05,6.717711687087993e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F8_medium,300,0.5666666666666667,0.51,0.6233333333333333,0.93625,0.9270833333333334,0.9454166666666667,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.17629629629629628,0.1496171788347361,0.20422592746018595,0.009855072463768115,0.0056785917092561046,0.014620311023460283,,,,,,,,,,,,,,0.272052479442209,0.26667429227381945,0.27646683249622583,0.35519832363352183,0.34075633562169977,0.3705755275674165,0.40490415258333057,364.0,5.801138e-05,0.10237302352941176,False
DeepSeek-V4.1-Flash,main,RQ3,F8_medium,300,0.93,0.9,0.9566666666666667,0.9908333333333333,0.9866666666666667,0.9945833333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.011851851851851851,0.0044444444444444444,0.02074074074074074,0.0052173913043478265,0.002294893861158921,0.008777062609713282,,,,,,,,,,,,,,0.45475916704162955,0.4391972726094536,0.46349087450653315,0.9252222054172312,0.6910730442963544,1.585740821389484,2.605590098174282,53.0,0.000122652,0.13188387096774193,False
GLM-5.3-Flash,main,RQ3,F8_medium,300,0.8366666666666667,0.7933333333333333,0.8766666666666667,0.9775,0.97125,0.9833333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.022222222222222223,0.011940298507462687,0.034023668639053255,0.01971014492753623,0.013497652582159625,0.026533160364041207,,,,,,,,,,,,,,0.9831007085740566,0.9468976659700274,1.0083368746563792,2.0555127496831123,1.6345115668606014,2.476399373635656,4.223809603946283,71.0,7.053533333333334e-05,0.08430517928286853,False
Qwen3.8-Flash,main,RQ3,F8_medium,300,0.79,0.7433333333333333,0.8333333333333334,0.9716666666666667,0.965,0.9779166666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.07555555555555556,0.0572685686510964,0.09461426491994178,0.0017391304347826088,0.0,0.004027617951668585,,,,,,,,,,,,,,1.85889756353572,1.797326416708529,1.9029907500371337,2.616954798065126,2.3329289734829226,2.7971852345392114,2.932923443159088,81.0,6.445196666666667e-05,0.08158476793248945,False
SemIf-Qwen3.5-4B,main,RQ3,F8_medium,300,0.1,0.06666666666666667,0.13666666666666666,0.7733333333333333,0.7575,0.7891666666666667,1.0,1.0,1.0,0.04,0.02,0.06333333333333334,0.4918518518518519,0.45347075287991095,0.5316274486754085,0.04869565217391304,0.03916887065193451,0.05837264150943396,,,,,,,,,,,,,,0.13376453262753785,0.1328652543015778,0.1337805560324341,0.174816879699938,0.1357875014655292,0.17786211227066817,0.20293467633891837,0.0,,,False
Laya,main,RQ3,F8_medium,300,0.0033333333333333335,0.0,0.01,0.5708333333333333,0.5533333333333333,0.5883333333333334,1.0,1.0,1.0,0.46,0.4066666666666667,0.5166666666666667,0.8948148148148148,0.8660694987649239,0.9219450798525157,0.006376811594202898,0.0028784847888606007,0.010882016036655211,,,,,,,,,,,,,,0.056792853167280555,0.05678567662835121,0.05679465737193823,0.14685312442015858,0.14484106150921436,0.16014205138199042,0.18180981800891458,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F8_medium,300,0.24333333333333335,0.19333333333333333,0.29333333333333333,0.8404166666666667,0.8254166666666667,0.8554166666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.32296296296296295,0.28179090544702756,0.36470632199067965,0.03536231884057971,0.026300734927765353,0.04511762127990354,,,,,,,,,,,,,,1.5191972819156945,1.5161937198136002,1.5231344741769135,1.5922414412721992,1.584179051220417,1.5985343706794084,1.6142517035873607,63.0,,,False
Rule,reference,RQ3,F8_medium,300,0.0,0.0,0.0,0.3675,0.34958333333333336,0.38625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214492753623188,0.8159141166181338,0.8264556246466931,,,,,,,,,,,,,,2.7749687433242798e-05,2.4770386517047882e-05,2.9979273676872253e-05,4.866905510425568e-05,4.600794054567815e-05,5.1938602700829514e-05,6.0206316411495176e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F8_high,300,0.5266666666666666,0.47,0.5833333333333334,0.9245833333333333,0.9141666666666667,0.9345833333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.20444444444444446,0.17546299772255175,0.23548056505839327,0.00927536231884058,0.005151688609044075,0.013793301739009733,,,,,,,,,,,,,,0.26440937584266067,0.2612448539584875,0.26992504205554724,0.35019389353692537,0.33573698098771276,0.3640891000628471,0.4007664101198314,364.0,5.895918e-05,0.11194781012658228,False
DeepSeek-V4.1-Flash,main,RQ3,F8_high,300,0.93,0.9,0.9566666666666667,0.99125,0.9875,0.9945833333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.017777777777777778,0.008797653958944282,0.028064992614475627,0.0017391304347826088,0.0,0.004050925925925926,,,,,,,,,,,,,,0.48253095895051956,0.4692937498912215,0.49154558358713984,0.9531430955510596,0.7472190910484642,1.2759808501694359,7.555949480785048,53.0,0.00013112676,0.14099651612903225,False
GLM-5.3-Flash,main,RQ3,F8_high,300,0.8566666666666667,0.8166666666666667,0.8966666666666666,0.98125,0.9758333333333333,0.98625,1.0,1.0,1.0,0.0,0.0,0.0,0.014814814814814815,0.006191711208195961,0.024390243902439025,0.017391304347826087,0.011594202898550725,0.02360391479562464,,,,,,,,,,,,,,1.2720480212010443,1.2265687505714595,1.3298883959650993,2.4617923475801944,2.100737495766955,2.752240289142366,4.847652410259469,76.0,0.00010667783333333334,0.12452665369649805,False
Qwen3.8-Flash,main,RQ3,F8_high,300,0.6333333333333333,0.5766666666666667,0.6866666666666666,0.9145833333333333,0.89125,0.9358333333333333,0.96,0.9366666666666666,0.98,0.0,0.0,0.0,0.1288888888888889,0.10606060606060606,0.15295912026984582,0.04115942028985507,0.02048892982788978,0.06463035254037883,,,,,,,,,,,,,,1.9645771249197423,1.9166299998760223,2.007618437986821,5.591971953958273,4.834584165364504,6.077896803151816,7.078251944212242,81.0,6.83936875e-05,0.10367043157894736,False
SemIf-Qwen3.5-4B,main,RQ3,F8_high,300,0.07,0.043333333333333335,0.1,0.75,0.73375,0.76625,1.0,1.0,1.0,0.023333333333333334,0.006666666666666667,0.043333333333333335,0.5525925925925926,0.5167883211678832,0.5890014471780028,0.03710144927536232,0.028818028791883027,0.04586649454008956,,,,,,,,,,,,,,0.13472050591371953,0.13382942858152092,0.13477308955043554,0.2207783534191549,0.19976504303049297,0.22894272683188324,0.26679395144805307,0.0,,,False
Laya,main,RQ3,F8_high,300,0.0033333333333333335,0.0,0.01,0.5158333333333334,0.4970833333333333,0.5345833333333333,1.0,1.0,1.0,0.36666666666666664,0.31333333333333335,0.42,0.8059259259259259,0.7740027255557436,0.8372093023255814,0.042318840579710144,0.03227664890127643,0.053479010925819435,,,,,,,,,,,,,,0.05680551542900503,0.0568034490570426,0.05682199355214834,0.19288454786874357,0.17988798366859557,0.20979494298808277,0.2238166789757087,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F8_high,300,0.21,0.16666666666666666,0.25666666666666665,0.8295833333333333,0.815,0.84375,1.0,1.0,1.0,0.0,0.0,0.0,0.4014814814814815,0.35795305023923446,0.4461310843936034,0.022608695652173914,0.015249266862170088,0.030356100408639813,,,,,,,,,,,,,,1.5472248957958072,1.5392423702869564,1.5522534349001944,1.6574636742006987,1.6384127656929195,1.6785522621835114,1.9507363901240717,63.0,,,False
Rule,reference,RQ3,F8_high,300,0.0,0.0,0.0,0.34875,0.33125,0.36625,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.8144927536231884,0.8082271147161066,0.8204545454545454,,,,,,,,,,,,,,3.300001844763756e-05,3.131292760372162e-05,3.5750214010477066e-05,5.7918066158890734e-05,5.427962169051171e-05,6.36703334748745e-05,6.679699756205082e-05,0.0,,,False
Jev-1.13.0,main,RQ4,K4,300,0.92,0.89,0.95,0.98,0.9725,0.9875,1.0,1.0,1.0,0.0,0.0,0.0,0.013333333333333334,0.0031847133757961785,0.02768166089965398,0.011111111111111112,0.004519646478172706,0.01807909604519774,,,,,1.0,1.0,1.0,,,,0.8235294117647058,0.6842105263157895,0.923076923076923,0.265518291387707,0.2597938124090433,0.26888164645060897,0.35128250396810473,0.33695513699203733,0.35877783969044696,0.430831522820517,193.0,3.945242e-05,0.042883065217391304,False
DeepSeek-V4.1-Flash,main,RQ4,K4,300,0.9566666666666667,0.9333333333333333,0.9766666666666667,0.9891666666666666,0.9833333333333333,0.9941666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.006389776357827476,0.03767123287671233,0.0011111111111111111,0.0,0.003413066463495221,,,,,1.0,1.0,1.0,,,,0.888888888888889,0.7843137254901961,0.9655172413793104,0.3720938125625253,0.36860385444015265,0.37807691656053066,0.7067952308338138,0.5393823334015906,1.0736213311087368,2.167716197725385,25.0,7.015276000000001e-05,0.07333041114982577,False
GLM-5.3-Flash,main,RQ4,K4,300,0.9466666666666667,0.92,0.97,0.9766666666666667,0.9616666666666667,0.9891666666666666,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.024444444444444446,0.011073890865257403,0.040748898678414094,,,,,0.9888888888888889,0.9743589743589743,1.0,,,,0.9473684210526316,0.8750000000000001,1.0,0.7903709169477224,0.7360694576054811,0.845939250383526,2.944086479488761,2.3922662726137793,3.4960900505073376,4.435354258026921,28.0,5.818868243243243e-05,0.060647359154929574,False
Qwen3.8-Flash,main,RQ4,K4,300,0.9533333333333334,0.9266666666666666,0.9766666666666667,0.9858333333333333,0.9758333333333333,0.9933333333333333,0.9966666666666667,0.99,1.0,0.0,0.0,0.0,0.023333333333333334,0.007067137809187279,0.041811846689895474,0.0033333333333333335,0.0,0.010227272727272727,,,,,0.9962962962962963,0.9885931558935361,1.0,,,,0.888888888888889,0.7843137254901961,0.9655172413793104,1.307631416246295,1.2749593541957438,1.3540389579720795,2.4134084974415604,2.1781738325569324,2.7544323696754884,3.8886992201488435,24.0,3.601263545150502e-05,0.03764957342657343,False
SemIf-Qwen3.5-4B,main,RQ4,K4,300,0.62,0.5633333333333334,0.6733333333333333,0.8875,0.87,0.9041666666666667,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.19,0.1476482561337881,0.23432472153465345,0.07111111111111111,0.05468705509681093,0.0876803551609323,,,,,0.9962962962962963,0.9886781732418525,1.0,,,,0.8928571428571429,0.7916666666666667,0.9666666666666666,0.12181497039273381,0.12181268073618412,0.12182586872950196,0.2127453977940604,0.2067786179482937,0.21381648485548793,0.22178231857251374,0.0,,,False
Laya,main,RQ4,K4,300,0.20666666666666667,0.16325000000000006,0.25333333333333335,0.7066666666666667,0.6825,0.73,1.0,1.0,1.0,0.13333333333333333,0.09666666666666666,0.17333333333333334,0.7466666666666667,0.7033324175824176,0.7896709440067373,0.022222222222222223,0.013186813186813187,0.03278734886136043,,,,,0.9814814814814815,0.9632352941176471,0.996268656716418,,,,0.37209302325581395,0.17142857142857146,0.5454545454545455,0.05582080641761422,0.05581845389679074,0.05582257220521569,0.1507781447842717,0.14873177106492222,0.15471905798185617,0.1668384604202583,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ4,K4,300,0.4666666666666667,0.41,0.5233333333333333,0.8358333333333333,0.8158333333333333,0.855,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.4866666666666667,0.42345203509698626,0.5506768997258127,0.016666666666666666,0.008948545861297539,0.025219298245614034,,,,,1.0,1.0,1.0,,,,0.37837837837837834,0.16666666666666669,0.5660377358490566,0.7438265138771385,0.7408257948700339,0.7653372942004353,0.8788030319381506,0.8729615358170122,0.8798736651428044,0.8977856171084568,29.0,,,False
